Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,Pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2009:Q2,pct40to60,5437635,7446580,2519032,768508,462829,1840446,398976,1456789,2008945,1475542,484917,48486
2009:Q2,pct20to40,3272546,4204824,1675848,452422,211103,782231,200392,882828,932278,624914,285245,22119
2009:Q2,pct00to20,2283958,2922830,1208070,291491,251058,220618,510371,441223,638872,347864,238802,52206
2009:Q3,pct99to100,11865084,12618717,2138249,441681,3506463,1021116,1525832,3985376,753633,615317,37931,100385
2009:Q3,pct80to99,27047185,32877873,8512637,1594808,4611053,8860385,2718234,6580757,5830688,4802087,831686,196915
2009:Q3,pct60to80,8213408,11597927,3710469,995546,907296,3584070,584770,1815776,3384519,2613468,667368,103683
2009:Q3,pct40to60,5539762,7552312,2499496,764947,498230,1932716,393223,1463700,2012550,1477001,487600,47949
2009:Q3,pct20to40,3279867,4216976,1659027,449236,236367,816665,223234,832447,937108,630268,282051,24789
2009:Q3,pct00to20,2217685,2877192,1154093,284693,277052,235537,509700,416117,659506,351309,252075,56122
2009:Q4,pct99to100,11545499,12317899,2150393,445418,3603730,1027946,1502669,3587743,772400,618241,39105,115054
2009:Q4,pct80to99,26773477,32607097,8446148,1604742,4770790,8986028,2683345,6116044,5833620,4784363,832648,216609
2009:Q4,pct60to80,8815143,12138418,3631925,997211,919376,3660705,573850,2355352,3323276,2566870,653548,102858
2009:Q4,pct40to60,5506945,7514475,2472879,768168,503947,1974804,386459,1408218,2007530,1472562,488982,45986
2009:Q4,pct20to40,3443703,4389410,1638043,454079,240172,826945,223351,1006821,945707,638992,279919,26796
2009:Q4,pct00to20,2349284,3028201,1124797,290402,289280,240662,508767,574292,678916,360274,260815,57827
2010:Q1,pct99to100,12056868,12847914,2178617,439361,3852293,1043679,1543806,3790157,791046,617533,39293,134220
2010:Q1,pct80to99,27644286,33441552,8408407,1609421,5058181,9233906,2658008,6473629,5797265,4732634,819913,244718
2010:Q1,pct60to80,8690922,11910591,3603772,992522,961617,3755600,575398,2021682,3219669,2494692,617549,107428
2010:Q1,pct40to60,5604506,7587924,2468335,766680,515778,2024252,377112,1435768,1983419,1454823,478317,50279
2010:Q1,pct20to40,3346960,4296357,1627165,453020,249445,838236,228272,900219,949397,644153,267131,38113
2010:Q1,pct00to20,2200885,2920125,1085312,289699,304819,245631,499661,495003,719240,366782,270855,81603
2010:Q2,pct99to100,11834777,12643930,2206359,428679,3390392,1008869,1715439,3894191,809152,621225,42112,145815
2010:Q2,pct80to99,27665156,33451304,8378984,1603864,4728941,9382900,2799849,6556766,5786148,4713780,815537,256831
2010:Q2,pct60to80,8469868,11612409,3565823,981450,861277,3654072,584452,1965335,3142542,2434034,601281,107227
2010:Q2,pct40to60,5578768,7550021,2461126,770493,494802,1989686,370330,1463585,1971253,1443998,478350,48905
2010:Q2,pct20to40,3252204,4210495,1615683,450570,232541,820111,214905,876685,958291,652978,265716,39597
2010:Q2,pct00to20,2142574,2882254,1051810,295751,303721,236956,494164,499852,739680,377058,275458,87164
2010:Q3,pct99to100,12402938,13218223,2160886,422031,3910087,1044393,1843391,3837435,815285,621664,43531,150090
2010:Q3,pct80to99,28412782,34177422,8275008,1611996,5260532,9701548,2837823,6490515,5764639,4679685,823817,261137
2010:Q3,pct60to80,8794037,11881696,3474157,978122,957676,3819778,599310,2052653,3087660,2384178,596447,107035
2010:Q3,pct40to60,5653964,7623033,2465237,767192,519993,2074236,363346,1433029,1969069,1436320,485969,46780
2010:Q3,pct20to40,3347144,4312588,1639940,449025,251980,847140,220130,904373,965445,659387,268294,37764
2010:Q3,pct00to20,2253474,3006203,1116599,291915,326630,248251,485550,537259,752729,383454,285666,83609
2010:Q4,pct99to100,12717343,13561061,2149069,444204,4338034,1088031,1957148,3584575,843717,612201,48012,183504
2010:Q4,pct80to99,28815703,34588116,8210958,1614987,5668234,9916265,2865213,6312460,5772413,4623650,856298,292465
2010:Q4,pct60to80,9443278,12535940,3416400,981908,1040536,4036382,611113,2449601,3092662,2345089,648765,98808
2010:Q4,pct40to60,5610960,7562549,2395124,753272,543301,2130972,352350,1387530,1951589,1395036,515740,40813
2010:Q4,pct20to40,3457673,4441863,1608543,452492,263177,871247,215826,1030578,984190,647780,299288,37122
2010:Q4,pct00to20,2333672,3063838,1094346,288578,326775,257857,465091,631190,730166,368523,278708,82935
2011:Q1,pct99to100,13401501,14271056,2150665,459881,4718359,1111329,2047563,3783259,869555,612548,46138,210869
2011:Q1,pct80to99,29467335,35278609,8102716,1627337,6032523,9990828,2896018,6629187,5811274,4637982,856995,316297
2011:Q1,pct60to80,9397817,12452191,3390510,989974,1113229,4184954,613501,2160023,3054374,2326699,636814,90861
2011:Q1,pct40to60,5622238,7534720,2322686,748264,563962,2162377,338413,1399018,1912483,1367613,509777,35093
2011:Q1,pct20to40,3352897,4327276,1565853,456106,272074,889639,203381,940223,974379,644510,294929,34940
2011:Q1,pct00to20,2164799,2889575,1019279,286677,324592,265223,443032,550772,724777,362409,283656,78712
2011:Q2,pct99to100,13578699,14452143,2200571,482799,4680802,1115602,2122827,3849541,873444,609394,46665,217385
2011:Q2,pct80to99,29692920,35504277,8130863,1632436,6048474,10028273,2898983,6765248,5811357,4633067,865573,312717
2011:Q2,pct60to80,9524228,12570153,3389305,996154,1104409,4259616,621993,2198675,3045925,2314021,646190,85714
2011:Q2,pct40to60,5576750,7463218,2254891,743817,568751,2162486,329447,1403826,1886469,1341132,512608,32729
2011:Q2,pct20to40,3318155,4289674,1516575,462484,266769,897437,201467,944942,971519,638653,301298,31568
2011:Q2,pct00to20,2084997,2793087,934188,291357,314619,267607,426559,558757,708090,352435,280744,74911
2011:Q3,pct99to100,12951645,13801344,2132664,478759,3766388,1066027,2204458,4153048,849699,607310,46451,195938
2011:Q3,pct80to99,29034847,34823696,8035401,1643857,5312479,9906127,2859422,7066409,5788849,4634501,881231,273117
2011:Q3,pct60to80,9158104,12205136,3364123,999651,923869,4129436,641690,2146367,3047032,2300651,660475,85906
2011:Q3,pct40to60,5525909,7400009,2241959,753211,536783,2074717,323025,1470314,1874100,1314879,520880,38341
2011:Q3,pct20to40,3267425,4243137,1547733,461131,231737,873749,214175,914612,975712,633663,310464,31585
2011:Q3,pct00to20,2107034,2818833,1010812,294020,288477,256176,410107,559241,711800,343568,282674,85558
2011:Q4,pct99to100,13154460,13997387,2107314,499157,4060587,1100721,2318180,3911429,842927,604188,46650,192089
2011:Q4,pct80to99,29252751,35041464,7996852,1649122,5614773,9981667,2919702,6879348,5788712,4633279,897801,257632
2011:Q4,pct60to80,9735232,12794684,3311308,1003998,980561,4331518,647542,2519757,3059453,2295304,679427,84722
2011:Q4,pct40to60,5487117,7349275,2191779,739343,555792,2123352,311766,1427243,1862158,1291538,529561,41059
2011:Q4,pct20to40,3379778,4361281,1538424,463934,237962,894572,201131,1025258,981504,628051,321249,32204
2011:Q4,pct00to20,2203406,2912488,1032980,289145,285089,265456,391437,648381,709082,333136,281537,94409
2012:Q1,pct99to100,14019961,14889314,2131775,528756,4738799,1150258,2374348,3965378,869353,604255,46368,218730
2012:Q1,pct80to99,30288267,36106214,7997286,1655210,6234152,10146435,2992492,7080639,5817946,4639261,898258,280427
2012:Q1,pct60to80,9885923,12896626,3274410,1011375,1111298,4575660,639980,2283903,3010703,2263256,670462,76985
2012:Q1,pct40to60,5521059,7340860,2117818,725197,588377,2194703,302730,1412034,1819801,1258478,525869,35454
2012:Q1,pct20to40,3309688,4284973,1494232,470722,256155,925548,180212,958104,975285,624401,320664,30220
2012:Q1,pct00to20,2079399,2780940,978770,287779,286282,278663,380867,568578,701541,327622,283430,90489
2012:Q2,pct99to100,14072103,14933651,2174847,534808,4529346,1140360,2428752,4125538,861548,601259,47245,213044
2012:Q2,pct80to99,30416325,36221333,8088031,1662012,6104837,10115054,3001074,7250325,5805008,4633876,911568,259564
2012:Q2,pct60to80,9815234,12823410,3343268,1013713,1069309,4598014,652449,2146658,3008176,2247266,686368,74542
2012:Q2,pct40to60,5513756,7314638,2108121,722429,586241,2172460,303208,1422178,1800882,1230686,533190,37006
2012:Q2,pct20to40,3250128,4228898,1494656,470237,245162,925108,185941,907795,978770,618672,331428,28670
2012:Q2,pct00to20,2011601,2705685,954923,285896,273244,277870,378141,535611,694085,317973,280651,95461
2012:Q3,pct99to100,14571076,15443712,2196264,547053,4887975,1167729,2563295,4081396,872636,596231,45858,230547
2012:Q3,pct80to99,31035148,36866514,8199778,1671001,6455401,10207231,3073961,7259143,5831365,4625124,932270,273971
2012:Q3,pct60to80,10290842,13317789,3390133,1018270,1137155,4764839,672279,2335113,3026947,2250136,706524,70287
2012:Q3,pct40to60,5563913,7349635,2109534,713273,606292,2209699,302670,1408167,1785722,1209545,542004,34173
2012:Q3,pct20to40,3342072,4322260,1513327,470951,252260,944987,185484,955251,980188,611704,340869,27615
2012:Q3,pct00to20,2087479,2770453,986957,280187,268145,285917,371869,577378,682975,304934,282912,95129
2012:Q4,pct99to100,14835640,15717400,2227324,559975,4915918,1173375,2659864,4180944,881760,598006,50196,233558
2012:Q4,pct80to99,31408461,37258504,8307641,1679680,6527147,10260707,3123022,7360306,5850043,4638802,943615,267626
2012:Q4,pct60to80,10503191,13511100,3433027,1023573,1141018,4837642,686969,2388871,3007909,2213165,729185,65559
2012:Q4,pct40to60,5589776,7355286,2099200,710299,613436,2212739,302117,1417495,1765510,1175920,555449,34141
2012:Q4,pct20to40,3350127,4347738,1519615,473532,248680,956272,185819,963820,997611,609391,361008,27212
2012:Q4,pct00to20,2107052,2780027,996134,280426,258057,289557,367100,588752,672974,301788,273452,97734
2013:Q1,pct99to100,15836587,16703674,2342391,584234,5675972,1227618,2764202,4109257,867087,585324,41565,240198
2013:Q1,pct80to99,32661765,38497621,8578255,1686278,7201583,10555003,3165151,7311351,5835856,4604107,962285,269464
2013:Q1,pct60to80,10958885,14008024,3543127,1029668,1284745,5102650,701588,2346246,3049139,2257511,726855,64773
2013:Q1,pct40to60,5649646,7396739,2091205,696207,646104,2280380,298767,1384076,1747093,1166623,546604,33866
2013:Q1,pct20to40,3393404,4364381,1505413,478004,267206,979472,185063,949223,970977,596979,347978,26020
2013:Q1,pct00to20,2035115,2700591,942956,276563,255539,298798,357806,568929,665476,277544,288517,99415
2013:Q2,pct99to100,16232906,17104948,2416915,594677,5750041,1251059,2941348,4150908,872042,583092,42255,246695
2013:Q2,pct80to99,33394728,39247318,8817031,1692041,7315504,10754348,3275548,7392846,5852590,4609703,976286,266601
2013:Q2,pct60to80,11002914,14063857,3658038,1032004,1297069,5250674,719448,2106624,3060943,2253518,745547,61878
2013:Q2,pct40to60,5684976,7415636,2113230,687454,655496,2300133,292971,1366352,1730660,1143800,553174,33686
2013:Q2,pct20to40,3336524,4313123,1526629,477792,264669,987818,174352,881863,976599,592025,359292,25282
2013:Q2,pct00to20,1959187,2615813,953693,271676,245291,301177,344038,499938,656627,267785,283631,105211
2013:Q3,pct99to100,16827748,17709388,2477522,600155,6125362,1296070,3143107,4067171,881640,583210,41511,256919
2013:Q3,pct80to99,34299870,40204713,9034201,1706995,7668663,11083507,3418491,7292856,5904844,4635384,998057,271403
2013:Q3,pct60to80,11599819,14687713,3790444,1038440,1366350,5462903,737189,2292387,3087894,2261423,768977,57494
2013:Q3,pct40to60,5768411,7492032,2151244,682208,673704,2353451,286799,1344626,1723620,1127294,564757,31569
2013:Q3,pct20to40,3422895,4407815,1563478,477043,270749,1011353,158773,926419,984920,589202,372050,23668
2013:Q3,pct00to20,2019080,2665858,981223,264096,236997,309303,329951,544288,646779,259764,284939,102076
2013:Q4,pct99to100,17346441,18310657,2553835,613685,6588300,1362108,3283786,3908943,964217,589828,50620,323769
2013:Q4,pct80to99,35052452,41051025,9187157,1705811,8064189,11476999,3528262,7088607,5998573,4626541,1005286,366746
2013:Q4,pct60to80,12066051,15163518,3857763,1043449,1414363,5661111,734439,2452394,3097468,2251473,790761,55234
2013:Q4,pct40to60,5870179,7593357,2205302,677971,671227,2432177,277488,1329192,1723177,1123789,579153,20235
2013:Q4,pct20to40,3503593,4499018,1578682,478017,278185,1029354,160363,974417,995424,585651,383817,25956
2013:Q4,pct00to20,2030881,2669788,967893,260641,241619,313258,317723,568654,638907,259768,280832,98307
2014:Q1,pct99to100,18097511,19079746,2641585,629225,7027331,1381299,3308609,4091697,982235,597001,57370,327864
2014:Q1,pct80to99,36006670,41993803,9354073,1693209,8443266,11625249,3544957,7333049,5987133,4613307,1002562,371264
2014:Q1,pct60to80,12051944,15120922,3902888,1043002,1458321,5680358,720185,2316168,3068978,2225810,786814,56354
2014:Q1,pct40to60,5959822,7675715,2241648,675735,668693,2449535,268329,1371775,1715893,1114448,582615,18830
2014:Q1,pct20to40,3489987,4480693,1577313,479512,285051,1036046,168700,934071,990705,582252,382539,25914
2014:Q1,pct00to20,1950968,2595263,938532,264326,246250,311893,308870,525392,644295,261599,284961,97735
2014:Q2,pct99to100,18697856,19716612,2699656,641400,7524009,1414563,3363975,4073009,1018756,605874,68089,344793
2014:Q2,pct80to99,36814792,42830175,9517286,1693494,8867317,11789049,3650860,7312170,6015383,4612865,1008602,393916
2014:Q2,pct60to80,12259486,15333271,3957896,1049257,1513320,5760065,702915,2349818,3073785,2204967,811487,57331
2014:Q2,pct40to60,6062450,7786279,2309746,678007,667725,2487529,262649,1380624,1723829,1108252,599667,15910
2014:Q2,pct20to40,3531182,4536718,1609590,481717,293596,1046145,163670,942000,1005536,580366,398513,26657
2014:Q2,pct00to20,1990258,2630342,969147,265487,251246,312860,307386,524216,640084,265037,277653,97394
2014:Q3,pct99to100,18955071,19948214,2781534,656319,7363474,1421877,3500481,4224529,993143,615251,76526,301366
2014:Q3,pct80to99,37324982,43298011,9702140,1689438,8769956,11847189,3774257,7515030,5973028,4619683,1020985,332360
2014:Q3,pct60to80,12083607,15174329,4012520,1054212,1447604,5745951,705229,2208813,3090722,2192814,835867,62041
2014:Q3,pct40to60,6109282,7856531,2362574,682729,649234,2485759,260554,1415681,1747249,1105890,618852,22507
2014:Q3,pct20to40,3489367,4506810,1622856,485412,283721,1042904,169485,902432,1017443,579034,412556,25853
2014:Q3,pct00to20,1934183,2583253,965469,271735,251473,308043,305082,481451,649069,268422,278190,102457
2014:Q4,pct99to100,19497744,20499634,2861707,674850,7695297,1450197,3622821,4194762,1001890,624149,86096,291645
2014:Q4,pct80to99,37954087,43927338,9848712,1682449,9063917,11971283,3911066,7449911,5973251,4625345,1028828,319078
2014:Q4,pct60to80,12435079,15545724,4045088,1057831,1473519,5813112,703018,2453156,3110645,2184664,860315,65666
2014:Q4,pct40to60,6152007,7916085,2396161,680746,644514,2514423,258891,1421350,1764079,1104803,634941,24335
2014:Q4,pct20to40,3547751,4578044,1620468,488728,287860,1046889,170690,963409,1030293,577321,426551,26421
2014:Q4,pct00to20,1972203,2620732,939508,274721,255336,306929,305207,539030,648528,270976,272809,104743
2015:Q1,pct99to100,20171615,21179066,2943696,689311,7986493,1468518,3728717,4362331,1007451,630000,90634,286817
2015:Q1,pct80to99,38949902,44898046,10015129,1677131,9328523,12142014,4063645,7671604,5948144,4608952,1027282,311910
2015:Q1,pct60to80,12422118,15515121,4093937,1061943,1492487,5821107,690178,2355469,3093003,2170018,853320,69665
2015:Q1,pct40to60,6261532,8021347,2442842,684917,639501,2529619,252703,1471765,1759815,1099030,635177,25608
2015:Q1,pct20to40,3536097,4557227,1627702,492004,290995,1054200,159658,932668,1021130,572862,421224,27044
2015:Q1,pct00to20,1922760,2579833,924888,280748,259124,305388,301879,507806,657073,270600,279472,107001
2015:Q2,pct99to100,20427413,21461047,3031227,706024,8029467,1477344,3822366,4394619,1033634,639511,99278,294845
2015:Q2,pct80to99,39412606,45398599,10219524,1680560,9391483,12245232,4146884,7714917,5985994,4624186,1037764,324044
2015:Q2,pct60to80,12284904,15414137,4155012,1072362,1466997,5799117,689059,2231590,3129233,2175895,879774,73564
2015:Q2,pct40to60,6322518,8102746,2501283,696372,627677,2529684,250220,1497509,1780227,1103899,651280,25048
2015:Q2,pct20to40,3517317,4551776,1643309,498798,287273,1054303,168452,899640,1034459,571694,434631,28134
2015:Q2,pct00to20,1892681,2546718,924685,290846,260801,301350,299847,469190,654037,272665,275036,106336
2015:Q3,pct99to100,19945837,20961186,3075768,702226,7269110,1448007,3889910,4576166,1015349,649669,106438,259242
2015:Q3,pct80to99,39209613,45180200,10345337,1683129,8791790,12227147,4210734,7922063,5970587,4642984,1053993,273610
2015:Q3,pct60to80,11940799,15109872,4236143,1077255,1298029,5622188,685895,2190362,3169074,2181079,907094,80901
2015:Q3,pct40to60,6364384,8175964,2589227,714754,592952,2474229,248375,1556427,1811580,1108957,670672,31951
2015:Q3,pct20to40,3504896,4552497,1691824,498491,261192,1041947,178718,880325,1047601,571043,448203,28355
2015:Q3,pct00to20,1911741,2575858,964882,298488,255018,290937,299352,467181,664117,275525,276728,111864
2015:Q4,pct99to100,20285515,21320493,3135110,711355,7626346,1486281,3949366,4412035,1034978,661987,110564,262427
2015:Q4,pct80to99,39555948,45549575,10461831,1690609,9106682,12357426,4264666,7668361,5993627,4675591,1037687,280349
2015:Q4,pct60to80,12452094,15608137,4302348,1086953,1331338,5723400,681847,2482251,3156043,2186418,882069,87556
2015:Q4,pct40to60,6466014,8273274,2655075,719585,590223,2519276,245971,1543144,1807260,1115631,657476,34153
2015:Q4,pct20to40,3648135,4685200,1717931,500691,266524,1051706,190094,958255,1037066,572321,433408,31337
2015:Q4,pct00to20,1977862,2649451,968776,297840,259148,292757,298245,532685,671589,280899,279020,111670
2016:Q1,pct99to100,20712083,21747179,3212598,727871,7787937,1505432,3888042,4625298,1035096,668884,114204,252008
2016:Q1,pct80to99,40267802,46243189,10607896,1692157,9258379,12508671,4221458,7954627,5975387,4668925,1040557,265905
2016:Q1,pct60to80,12363516,15520140,4341647,1095975,1330024,5727576,680463,2344456,3156624,2181469,880788,94367
2016:Q1,pct40to60,6585622,8397566,2698168,728348,581785,2534955,256808,1597502,1811943,1114383,660342,37218
2016:Q1,pct20to40,3668464,4699707,1722423,506591,266429,1058559,222810,922895,1031243,568612,430494,32137
2016:Q1,pct00to20,1939499,2615793,951919,306208,261340,291590,316493,488244,676294,280809,285855,109630
2016:Q2,pct99to100,21179732,22238585,3338484,752187,8049927,1528753,3884644,4684590,1058853,678959,121695,258199
2016:Q2,pct80to99,41088527,47105250,10895962,1689143,9500052,12669841,4286773,8063479,6016723,4689289,1051325,276109
2016:Q2,pct60to80,12298796,15496869,4412135,1104277,1347012,5758372,678941,2196132,3198073,2194104,904576,99393
2016:Q2,pct40to60,6677811,8511148,2751979,733135,577704,2556719,269953,1621658,1833337,1122248,674581,36508
2016:Q2,pct20to40,3652071,4693570,1724030,514457,269320,1065588,238430,881745,1041499,567696,441623,32180
2016:Q2,pct00to20,1925220,2591901,930332,316184,264995,290526,339498,450366,666681,282795,283020,100866
2016:Q3,pct99to100,21541469,22629771,3362371,747171,8335738,1561098,3925438,4697955,1088302,690998,128150,269154
2016:Q3,pct80to99,41816253,47902014,11009823,1701739,9761950,12866750,4446802,8114950,6085761,4722603,1068570,294588
2016:Q3,pct60to80,12518172,15761802,4512167,1113363,1368424,5824635,669808,2273404,3243630,2207740,931437,104453
2016:Q3,pct40to60,6824678,8685376,2866267,743811,574470,2590934,279432,1630463,1860699,1131915,693462,35322
2016:Q3,pct20to40,3732190,4787986,1798411,512527,272917,1075136,232279,896715,1055796,568548,454575,32673
2016:Q3,pct00to20,2043263,2704726,1007909,312677,268914,290726,360264,464236,661464,286990,285440,89034
2016:Q4,pct99to100,21470980,22558859,3413668,739112,8435987,1565316,3930325,4474451,1087880,693256,123461,271163
2016:Q4,pct80to99,41828614,47921862,11168280,1721518,9832405,12872799,4447520,7879340,6093248,4744513,1079231,269504
2016:Q4,pct60to80,12942896,16229029,4606929,1121505,1403919,5886913,681435,2528328,3286133,2221892,960742,103499
2016:Q4,pct40to60,6875050,8767681,2915598,753333,585680,2625009,294622,1593439,1892631,1138958,715558,38115
2016:Q4,pct20to40,3828175,4908083,1838170,514205,275687,1073753,236729,969540,1079909,573978,473498,32433
2016:Q4,pct00to20,2178227,2833704,1032396,312833,279559,293804,377141,537971,655478,286225,283945,85308
2017:Q1,pct99to100,22315352,23412887,3494718,741648,9010952,1598138,4019816,4547614,1097534,696118,113894,287522
2017:Q1,pct80to99,42811897,48920982,11374798,1744301,10285169,13052547,4409383,8054784,6109085,4768422,1076572,264091
2017:Q1,pct60to80,13270754,16556765,4698034,1134261,1523687,6035120,698191,2467472,3286011,2230742,954665,100604
2017:Q1,pct40to60,7018276,8920102,2949609,762304,608667,2701009,293709,1604805,1901826,1144371,719807,37648
2017:Q1,pct20to40,3882255,4966374,1858333,520515,291260,1088724,245831,961711,1084119,579976,472573,31570
2017:Q1,pct00to20,2175610,2834119,1027572,315948,294529,303285,365935,526850,658509,286699,292903,78907
2017:Q2,pct99to100,22758039,23878576,3519005,734859,9323506,1616626,4191461,4493119,1120537,700049,108626,311862
2017:Q2,pct80to99,43413549,49567782,11564352,1759772,10517280,13213389,4498011,8014979,6154233,4801264,1081843,271126
2017:Q2,pct60to80,13487067,16808361,4771030,1140139,1597981,6119791,718903,2460516,3321294,2245180,975582,100532
2017:Q2,pct40to60,7118047,9046982,3013642,769633,624336,2755522,296841,1587008,1928935,1152699,737388,38848
2017:Q2,pct20to40,3941475,5049546,1922262,521855,299604,1099701,240144,965979,1108071,586884,487507,33680
2017:Q2,pct00to20,2302455,2954625,1120054,316394,307084,310311,361078,539704,652170,287896,291771,72503
2017:Q3,pct99to100,23243076,24371817,3561052,726105,9678672,1640173,4323603,4442213,1128742,704433,101369,322940
2017:Q3,pct80to99,44088159,50281089,11752679,1775974,10788355,13373017,4552426,8038638,6192930,4838943,1093871,260116
2017:Q3,pct60to80,13817596,17178927,4867688,1145596,1680702,6241690,737958,2505293,3361332,2265160,997430,98742
2017:Q3,pct40to60,7220068,9180675,3077216,774859,642663,2817759,301803,1566376,1960607,1163470,757545,39592
2017:Q3,pct20to40,4011192,5140164,1978466,521887,309218,1110119,237404,983070,1128972,594131,501717,33124
2017:Q3,pct00to20,2402227,3055269,1181042,313849,320769,317343,359142,563124,653043,289069,297280,66694
2017:Q4,pct99to100,24046449,25209675,3599536,718953,10287839,1673262,4517596,4412489,1163225,708255,96171,358799
2017:Q4,pct80to99,44879326,51144116,11894260,1803261,11253525,13505917,4643133,8044020,6264790,4872443,1105783,286564
2017:Q4,pct60to80,14383775,17793156,4963139,1158006,1809571,6411527,759575,2691338,3409381,2284201,1029043,96137
2017:Q4,pct40to60,7345831,9337871,3133013,783864,666471,2894245,302347,1557930,1992039,1173442,781513,37084
2017:Q4,pct20to40,4107845,5264842,2027657,524442,325526,1120846,229282,1037090,1156998,600815,522060,34123
2017:Q4,pct00to20,2521904,3164283,1221498,311094,336523,325788,349356,620024,642379,289636,296183,56560
2018:Q1,pct99to100,24359089,25535251,3695605,714081,10253846,1662709,4597623,4611387,1176162,711194,87086,377882
2018:Q1,pct80to99,45462890,51742344,12179351,1822983,11204559,13560622,4581740,8393089,6279454,4894079,1101177,284198
2018:Q1,pct60to80,14444065,17847182,5096315,1167838,1823854,6386794,784120,2588261,3403116,2286818,1021061,95237
2018:Q1,pct40to60,7495506,9495067,3195442,800675,674161,2906610,308295,1609884,1999561,1176390,785101,38070
2018:Q1,pct20to40,4139637,5302198,2067633,529362,324502,1120672,247929,1012099,1162561,606709,520956,34896
2018:Q1,pct00to20,2540623,3187612,1241017,319198,346774,327488,345582,607553,646989,290761,304493,51735
2018:Q2,pct99to100,24701330,25892076,3697837,710813,10430327,1676911,4754246,4621942,1190746,716354,81026,393366
2018:Q2,pct80to99,45960520,52273088,12308406,1849963,11314321,13643234,4707779,8449385,6312567,4934947,1103125,274495
2018:Q2,pct60to80,14647876,18084169,5139786,1181806,1876207,6468578,800876,2616915,3436293,2302763,1036673,96857
2018:Q2,pct40to60,7585712,9614280,3247143,815077,685833,2954007,316167,1596054,2028568,1186057,800015,42496
2018:Q2,pct20to40,4185822,5371946,2128360,534940,328975,1124636,234510,1020525,1186123,614542,533345,38236
2018:Q2,pct00to20,2691857,3337163,1336989,323073,358548,332759,349703,636092,645307,293181,303971,48155
2018:Q3,pct99to100,25324357,26527939,3719214,709817,10950184,1711373,4773703,4663648,1203582,721773,74082,407727
2018:Q3,pct80to99,46513144,52877710,12436116,1875985,11699124,13713843,4617331,8535310,6364566,4979755,1116443,268368
2018:Q3,pct60to80,15065813,18549660,5196183,1194881,1991156,6664769,825972,2676699,3483847,2325403,1062835,95609
2018:Q3,pct40to60,7690985,9755316,3290968,820852,707491,3031737,330359,1573910,2064331,1198461,822691,43179
2018:Q3,pct20to40,4271520,5482473,2175737,539230,342759,1129658,260365,1034725,1210954,622541,550259,38154
2018:Q3,pct00to20,2818463,3463952,1397422,320649,374033,340078,358702,673068,645489,295202,308270,42017
2018:Q4,pct99to100,23597451,24804284,3733009,683651,9147055,1613358,4811569,4815642,1206833,725197,68376,413260
2018:Q4,pct80to99,45244893,51616549,12502452,1891582,10253248,13595899,4604108,8769260,6371656,5008368,1125623,237665
2018:Q4,pct60to80,14415887,17945704,5270284,1198774,1686003,6244489,843315,2702840,3529817,2339786,1091250,98781
2018:Q4,pct40to60,7678196,9780885,3337878,858745,670688,2918285,343814,1651475,2102689,1206217,845242,51230
2018:Q4,pct20to40,4243286,5483937,2224548,540080,294289,1111121,270574,1043325,1240651,628691,569447,42513
2018:Q4,pct00to20,2910422,3555114,1439328,339871,367990,329765,370232,707928,644692,295656,307104,41932
2019:Q1,pct99to100,25700479,26903556,3857793,704476,10947036,1693285,4925173,4775793,1203077,726515,58561,418001
2019:Q1,pct80to99,47359379,53724251,12810429,1913248,11642671,13877952,4645969,8833982,6364873,5021091,1122602,221180
2019:Q1,pct60to80,15415871,18944507,5353987,1214525,2033911,6612512,859590,2869982,3528636,2348668,1083013,96955
2019:Q1,pct40to60,7860299,9969169,3354030,854460,724620,3060856,349222,1625981,2108870,1210329,847377,51164
2019:Q1,pct20to40,4364700,5604027,2222744,550861,342300,1133252,266258,1088612,1239327,632890,566465,39972
2019:Q1,pct00to20,2977846,3623810,1411524,339735,396112,344612,369271,762556,645964,294151,316451,35362
2019:Q2,pct99to100,26365506,27591574,3875853,707200,11372551,1718822,5080040,4837109,1226068,729989,51454,444625
2019:Q2,pct80to99,48193827,54607585,12960009,1939271,11957737,14058511,4772319,8919739,6413758,5054687,1131061,228010
2019:Q2,pct60to80,15760391,19340522,5388091,1229377,2133549,6754794,874705,2960006,3580131,2376623,1106365,97143
2019:Q2,pct40to60,7951375,10093204,3392433,866654,746258,3125013,356116,1606730,2141830,1223325,865372,53133
2019:Q2,pct20to40,4421736,5684516,2269558,558412,353694,1141653,247862,1113336,1262779,639006,580725,43048
2019:Q2,pct00to20,3133771,3772871,1488677,344696,412059,350631,371950,804857,639100,293239,317070,28791
2019:Q3,pct99to100,26313829,27549985,3818463,687188,11276742,1721387,5221948,4824258,1236156,735139,43721,457296
2019:Q3,pct80to99,48380191,54842163,12956712,1972788,11891078,14173979,4847186,9000420,6461972,5098118,1144690,219164
2019:Q3,pct60to80,15881992,19510739,5434051,1242717,2138959,6823696,894219,2977097,3628746,2402019,1130385,96342
2019:Q3,pct40to60,8041348,10218605,3464749,886792,759926,3157855,362995,1586287,2177257,1236471,886685,54101
2019:Q3,pct20to40,4487847,5772840,2360825,558789,351674,1143160,237543,1120849,1284994,646612,595730,42652
2019:Q3,pct00to20,3290688,3930964,1622744,343903,425232,352371,372187,814527,640276,294521,322938,22817
