Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,Pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2005:Q1,age55to69,21317835,23559395,6304810,1154439,3795522,5840129,2491411,3973084,2241560,1596346,413381,231833
2005:Q1,age40to54,18216607,22827158,7748188,1361769,3104300,5052404,2514067,3046431,4610552,3718627,796276,95649
2005:Q1,ageunder40,4200280,7610148,3631840,821588,548131,932398,771564,904626,3409868,2528885,865895,15088
2005:Q2,age70plus,12211715,12724490,3649384,620704,2108341,1878610,1090422,3377029,512776,252898,125667,134211
2005:Q2,age55to69,21937520,24298094,6508529,1178297,3944982,5964316,2622065,4079905,2360574,1698283,427768,234523
2005:Q2,age40to54,18620442,23322886,7945251,1368069,3161159,5151520,2597090,3099797,4702443,3804687,803372,94384
2005:Q2,ageunder40,4284298,7798754,3742216,851224,562910,950010,781780,910614,3514456,2623830,875582,15044
2005:Q3,age70plus,12433519,12952960,3743170,608564,2234188,1899953,1133503,3333582,519441,261299,123396,134746
2005:Q3,age55to69,22572268,25053736,6777741,1203467,4187312,6083787,2763020,4038408,2481468,1803435,445363,232670
2005:Q3,age40to54,19158119,23958272,8201184,1382659,3290098,5279155,2694227,3110949,4800153,3893544,816579,90030
2005:Q3,ageunder40,4423660,8051069,3894666,863219,589189,976524,794974,932497,3627409,2719713,893047,14649
2005:Q4,age70plus,12704091,13223733,3821685,599647,2279315,1921329,1173393,3428364,519642,269059,120947,129636
2005:Q4,age55to69,23185212,25772010,7023166,1231353,4287812,6209984,2889238,4130456,2586798,1900937,461791,224070
2005:Q4,age40to54,19618344,24500280,8426890,1398543,3308698,5386601,2764804,3214744,4881936,3968997,828904,84035
2005:Q4,ageunder40,4561590,8286317,4043750,876682,597816,998103,806079,963887,3724727,2801404,908913,14410
2006:Q1,age70plus,12970690,13523196,3889644,597770,2575577,1930314,1198788,3331102,552506,294021,116810,141675
2006:Q1,age55to69,24091681,26805534,7095081,1251915,4837544,6311360,2965182,4344452,2713853,2004081,472597,237175
2006:Q1,age40to54,20113651,25104334,8421889,1406122,3662696,5528748,2768832,3316047,4990683,4065450,833750,91483
2006:Q1,ageunder40,4532954,8339680,4006465,905049,659412,1024765,804683,939305,3806726,2875989,914428,16309
2006:Q2,age70plus,12822317,13382734,3908069,591709,2498784,1915354,1233366,3235452,560417,300942,112089,147386
2006:Q2,age55to69,24306455,27147295,7256079,1280536,4727644,6380340,3058319,4444377,2840840,2115532,483804,241504
2006:Q2,age40to54,20126669,25212152,8528606,1419169,3516959,5573481,2797522,3376415,5085483,4156574,837380,91529
2006:Q2,ageunder40,4492102,8399249,4085721,917928,641545,1022974,810993,920088,3907148,2973601,916338,17209
2006:Q3,age70plus,13017411,13587262,3897528,578693,2590334,1923294,1273057,3324356,569851,300960,111710,157181
2006:Q3,age55to69,24733823,27699158,7401151,1308758,4917098,6459152,3167744,4445255,2965335,2212656,501256,251423
2006:Q3,age40to54,20502070,25675885,8607698,1441386,3594387,5735657,2861746,3435011,5173815,4220221,859047,94547
2006:Q3,ageunder40,4556789,8567478,4142416,929611,658855,1052104,823524,960969,4010689,3052826,939429,18434
2006:Q4,age70plus,13324801,13915173,3912849,566584,2804918,1944558,1302970,3383294,590371,305033,110197,175141
2006:Q4,age55to69,25231248,28308637,7486275,1328913,5332952,6565057,3260271,4335169,3077388,2286436,515443,275509
2006:Q4,age40to54,20989404,26228874,8618924,1455648,3832158,5938904,2889895,3493345,5239470,4254966,874632,109872
2006:Q4,ageunder40,4622770,8696210,4130955,947363,700996,1088756,819960,1008180,4073440,3093815,956444,23181
2007:Q1,age70plus,13468529,14071418,3923727,565745,2958474,1949150,1332319,3342004,602889,326871,104751,171267
2007:Q1,age55to69,25944623,29094415,7462689,1347012,5640640,6657946,3317960,4668168,3149792,2367653,515665,266474
2007:Q1,age40to54,21234914,26527749,8499717,1458138,3986350,6042815,2878080,3662648,5292835,4315990,872343,104502
2007:Q1,ageunder40,4527677,8628026,4031370,973668,729540,1096392,819384,977672,4100349,3131932,947413,21004
2007:Q2,age70plus,13526673,14156127,3914186,556754,3050664,1974018,1365445,3295061,629454,335201,102613,191640
2007:Q2,age55to69,26243883,29516134,7469361,1367203,5835015,6769101,3377434,4698020,3272250,2451796,529240,291214
2007:Q2,age40to54,21387117,26754800,8422808,1472572,4056993,6253807,2855140,3693480,5367683,4367598,884672,115413
2007:Q2,ageunder40,4482307,8647956,3986165,994786,744792,1132887,818299,971027,4165649,3182699,960440,22510
2007:Q3,age70plus,13768101,14388416,3868580,547392,3088434,1983447,1398442,3502121,620315,332262,104149,183904
2007:Q3,age55to69,26670862,30036530,7454431,1387738,5930960,6855792,3431454,4976155,3365668,2536972,548538,280158
2007:Q3,age40to54,21555442,26989196,8321101,1483164,4054114,6389886,2824199,3916733,5433754,4408599,912830,112325
2007:Q3,ageunder40,4395590,8652137,3960782,1009064,748215,1145114,813557,975405,4256546,3241615,990035,24896
2007:Q4,age70plus,13831376,14480386,3870502,571404,2938688,1989974,1410207,3699611,649010,351688,108183,189139
2007:Q4,age55to69,26568576,30000901,7408690,1401826,5645033,6948885,3417362,5179104,3432325,2578483,557568,296274
2007:Q4,age40to54,21156630,26690410,8204919,1490264,3839566,6337716,2779340,4038604,5533781,4472177,935347,126257
2007:Q4,ageunder40,4218719,8476149,3807572,1010447,700022,1138334,790686,1029088,4257431,3222635,1008379,26417
2008:Q1,age70plus,13378254,14055657,3761199,598438,2709705,1959876,1391619,3634820,677403,369807,108507,199089
2008:Q1,age55to69,26512441,29994041,7304445,1423148,5226826,6976342,3336200,5727080,3481600,2610916,552531,318153
2008:Q1,age40to54,20338138,25944114,7983590,1497912,3523770,6182108,2580855,4175879,5605976,4522800,940168,143008
2008:Q1,ageunder40,3782869,8004689,3570765,1002987,635835,1089432,715711,989959,4221819,3193075,1000802,27942
2008:Q2,age70plus,12993927,13700117,3629993,609631,2613477,1974666,1366756,3505595,706190,431295,110831,164064
2008:Q2,age55to69,26447081,29876354,7206868,1439304,5025838,7082569,3259801,5861974,3429273,2603335,548496,277442
2008:Q2,age40to54,19714988,25368808,7782735,1513252,3375894,6150940,2426937,4119050,5653819,4564825,952901,136093
2008:Q2,ageunder40,3553796,7668868,3425263,985621,599405,1090361,656158,912060,4115072,3083416,1008225,23431
2008:Q3,age70plus,12574192,13303032,3564011,632648,2284156,1962323,1368666,3491228,728840,414755,113360,200725
2008:Q3,age55to69,25913904,29427522,7066585,1451250,4379079,7070129,3229166,6231313,3513618,2620673,551000,341945
2008:Q3,age40to54,18793494,24494392,7557920,1514274,2926289,5961166,2326616,4208127,5700898,4560534,967179,173185
2008:Q3,ageunder40,3243551,7345687,3290630,978597,517689,1054407,627347,877016,4102137,3057916,1012274,31947
2008:Q4,age70plus,12350177,12992316,3533484,658887,1791985,1921840,1337186,3748934,642139,411861,114020,116258
2008:Q4,age55to69,24873886,28279400,6952611,1451592,3453518,7013689,3112150,6295840,3405513,2619753,548861,236899
2008:Q4,age40to54,17437537,23092517,7360796,1488409,2275483,5608363,2116823,4242643,5654980,4545523,972557,136900
2008:Q4,ageunder40,2942977,6976776,3100300,966369,404137,955203,559799,990968,4033799,3000123,1008350,25326
2009:Q1,age70plus,11901818,12510063,3480987,671384,1605498,1928600,1299031,3524563,608245,400175,110186,97884
2009:Q1,age55to69,24727542,28124015,6875350,1450587,3067020,7069050,2990270,6671738,3396473,2643810,535328,217335
2009:Q1,age40to54,16774084,22414227,7191273,1478177,2015021,5446307,1985487,4297961,5640143,4552409,956678,131056
2009:Q1,ageunder40,2519922,6497460,2880180,951132,353633,932101,521485,858929,3977538,2980633,975950,20955
2009:Q2,age70plus,12167343,12796814,3403096,666827,1969880,1976297,1218184,3562530,629471,427740,108829,92902
2009:Q2,age55to69,24927968,28324033,6789360,1452218,3705708,7271491,2804026,6301230,3396064,2644651,526240,225173
