Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,Pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
1994:Q4,SomeCollege,5393131,6494849,1809145,612095,746152,1440917,691112,1195428,1101718,782084,285375,34259
1994:Q4,HS,5373390,6408634,1950157,611923,515706,1567306,554511,1209031,1035244,722150,278854,34240
1994:Q4,NoHS,2118847,2384728,787055,225655,104609,532167,247714,487529,265882,165941,91899,8042
1995:Q1,College,13588583,15605524,3640612,973550,2341779,3373017,1945761,3330805,2016940,1496259,359588,161093
1995:Q1,SomeCollege,5513261,6626747,1821460,627760,795142,1476055,689061,1217270,1113486,790479,291021,31986
1995:Q1,HS,5511622,6567215,1988612,629877,553020,1613903,560147,1221656,1055593,738132,281438,36023
1995:Q1,NoHS,2146126,2413242,795323,229512,109074,534496,254831,490006,267115,167056,92499,7560
1995:Q2,College,13808095,15845419,3617424,978607,2496848,3437489,1969480,3345571,2037323,1506933,365791,164599
1995:Q2,SomeCollege,5658101,6799864,1876985,637058,846653,1527863,689162,1222144,1141764,804304,306325,31135
1995:Q2,HS,5668461,6758880,2035863,647931,589992,1671174,568348,1245571,1090419,757951,294309,38159
1995:Q2,NoHS,2145055,2418613,792009,220723,113547,536064,258013,498257,273558,169114,96701,7743
1995:Q3,College,14106948,16178144,3618849,980778,2694805,3505375,2006132,3372205,2071195,1523572,374063,173560
1995:Q3,SomeCollege,5793583,6967101,1917458,645881,906551,1582092,692367,1222752,1173519,815337,323923,34259
1995:Q3,HS,5824168,6953269,2084721,662590,633520,1731686,578113,1262640,1129102,779134,309947,40021
1995:Q3,NoHS,2141808,2423627,792110,215740,119052,536760,258923,501043,281819,171728,101666,8425
1995:Q4,College,14558183,16662601,3655107,992895,2941997,3587867,2029743,3454993,2104418,1535798,394178,174442
1995:Q4,SomeCollege,5950461,7171638,1957374,653070,953771,1626651,722850,1257922,1221177,840657,346431,34089
1995:Q4,HS,5930686,7072295,2096383,666005,677015,1771806,583366,1277720,1141609,775404,322137,44068
1995:Q4,NoHS,2110431,2391964,784002,217284,119455,527300,250772,493150,281533,168066,105414,8053
1996:Q1,College,14917483,17061757,3709854,1008364,3099860,3663376,2038182,3542122,2144274,1563060,397081,184133
1996:Q1,SomeCollege,6072638,7332846,1992328,662168,975839,1671128,745188,1286195,1260208,871531,349429,39248
1996:Q1,HS,6033394,7167124,2115694,670133,697236,1810371,590253,1283438,1133730,777584,313514,42632
1996:Q1,NoHS,2077478,2354868,774872,221758,116129,517825,240519,483766,277390,166131,102182,9077
1996:Q2,College,15221324,17412123,3766476,1025091,3248408,3739236,2038169,3594744,2190798,1592181,411105,187512
1996:Q2,SomeCollege,6166684,7468143,2041304,664730,994418,1698743,761201,1307746,1301459,896271,364255,40933
1996:Q2,HS,6068224,7211179,2109882,671366,716376,1836478,588308,1288769,1142955,778899,317998,46058
1996:Q2,NoHS,2038547,2314948,773886,217644,112633,510754,230526,469504,276400,164310,103220,8870
1996:Q3,College,15455395,17695312,3831324,1045323,3290360,3831929,2047316,3649061,2239918,1625249,425442,189227
1996:Q3,SomeCollege,6218973,7559177,2082584,669667,985842,1718353,781267,1321464,1340204,920286,378415,41503
1996:Q3,HS,6096834,7247587,2109721,673570,711488,1861857,593332,1297620,1150753,780593,321931,48229
1996:Q3,NoHS,2010044,2285252,770125,216659,105754,506547,225969,460198,275208,162710,104059,8439
1996:Q4,College,15981471,18273090,3908252,1057647,3476199,3978942,2097086,3754964,2291619,1655650,443937,192032
1996:Q4,SomeCollege,6325646,7706848,2093151,674447,1009556,1770123,813345,1346225,1381202,943092,395305,42805
1996:Q4,HS,6171769,7327265,2121214,672448,736231,1903530,589222,1304620,1155496,779129,328765,47602
1996:Q4,NoHS,1966987,2241328,762482,223451,103476,489209,215964,446746,274341,160261,105871,8209
1997:Q1,College,16293378,18621809,3973524,1077802,3536657,4056319,2240883,3736625,2328432,1685029,443645,199758
1997:Q1,SomeCollege,6328812,7730008,2114185,679763,1002706,1778492,812592,1342270,1401196,961839,392751,46606
1997:Q1,HS,6183595,7327102,2127662,672939,733944,1916689,601670,1274198,1143507,776016,316349,51142
1997:Q1,NoHS,1915910,2183355,751790,226597,97574,483856,193153,430384,267445,157589,101430,8426
1997:Q2,College,17162437,19547262,4051584,1094416,4123805,4254426,2260648,3762383,2384825,1719657,456795,208373
1997:Q2,SomeCollege,6587012,8022535,2160571,676021,1113083,1880668,824261,1367932,1435524,981898,402883,50743
1997:Q2,HS,6371347,7516522,2130702,674220,841402,1972998,613510,1283690,1145175,774840,317055,53280
1997:Q2,NoHS,1876192,2141650,746219,222383,106561,454376,192545,419565,265458,155529,101304,8625
1997:Q3,College,17866162,20321983,4120156,1118028,4490215,4433147,2324434,3836004,2455821,1770968,471793,213060
1997:Q3,SomeCollege,6740584,8216205,2205454,676164,1168857,1940102,833372,1392256,1475621,1008326,413686,53609
1997:Q3,HS,6506112,7657148,2142771,676541,898691,2022397,624721,1292027,1151036,781983,318761,50292
1997:Q3,NoHS,1834155,2099963,734101,219327,108660,443322,183001,411552,265807,155730,101565,8512
1997:Q4,College,18343560,20855431,4225845,1134272,4626898,4495806,2427516,3945094,2511871,1802436,488871,220564
1997:Q4,SomeCollege,6762140,8267438,2210015,681134,1173382,1947122,844410,1411376,1505298,1019646,428144,57508
1997:Q4,HS,6566603,7723834,2166787,674209,907983,2029782,637187,1307886,1157231,778595,324195,54441
1997:Q4,NoHS,1806014,2071008,727259,228412,104613,434954,170889,404881,264994,153561,102955,8478
1998:Q1,College,19523014,22081647,4338300,1154593,5309762,4712495,2545549,4020948,2558633,1842436,488342,227855
1998:Q1,SomeCollege,7056280,8576706,2256626,679520,1289340,2058052,846764,1446404,1520425,1034687,424326,61412
1998:Q1,HS,6803532,7951815,2190014,677905,1026384,2095543,656262,1305708,1148283,779728,312363,56192
1998:Q1,NoHS,1768110,2028031,724760,228119,114337,408511,158504,393800,259920,152639,99012,8269
1998:Q2,College,20007503,22641923,4494862,1177698,5459441,4823787,2539619,4146516,2634420,1891467,508949,234004
1998:Q2,SomeCollege,7118951,8680436,2301709,681209,1293962,2076011,845747,1481797,1561485,1058649,438967,63869
1998:Q2,HS,6866820,8027399,2209373,679048,1037968,2117893,669960,1313156,1160579,785319,318839,56421
1998:Q2,NoHS,1760677,2022849,736717,229799,110708,404338,158551,382736,262172,152703,100990,8479
1998:Q3,College,19778788,22479125,4608204,1217385,4879170,4807010,2611942,4355414,2700337,1940126,525816,234395
1998:Q3,SomeCollege,6950202,8543519,2393087,681373,1153045,1970168,850212,1495633,1593316,1080204,450297,62815
1998:Q3,HS,6712508,7884942,2226655,680938,907237,2092062,682185,1295865,1172433,791412,322468,58553
1998:Q3,NoHS,1737671,2000881,741310,217074,90539,432339,149458,370161,263210,153098,102136,7976
1998:Q4,College,21155668,23947765,4823425,1232177,5817953,5040158,2665438,4368614,2792096,2004775,547303,240018
1998:Q4,SomeCollege,7285915,8892200,2374071,681223,1304866,2186407,844786,1500846,1606285,1086306,454705,65274
1998:Q4,HS,7002401,8204419,2268303,692384,1042460,2171996,679691,1349586,1202018,808071,335920,58027
1998:Q4,NoHS,1738764,2007268,747528,228015,118957,392231,143147,377390,268504,158290,103345,6869
1999:Q1,College,21453071,24316075,4985130,1259328,5834382,5163161,2671835,4402238,2863003,2062522,556161,244320
1999:Q1,SomeCollege,7327539,8932121,2394530,677170,1277871,2239200,829677,1513674,1604582,1089791,446964,67827
1999:Q1,HS,6981003,8196123,2293597,701490,1008885,2178223,675933,1337995,1215120,821561,338109,55450
1999:Q1,NoHS,1733986,2004358,748927,223319,126412,389921,149962,365818,270372,162801,101164,6407
1999:Q2,College,22203258,25167607,5188064,1284424,6357396,5320638,2678765,4338320,2964349,2128334,574269,261746
1999:Q2,SomeCollege,7451200,9072500,2395188,678817,1346559,2326100,826505,1499331,1621301,1097060,447288,76953
1999:Q2,HS,7096337,8337709,2335618,712996,1069210,2204066,689081,1326738,1241373,839324,348481,53568
1999:Q2,NoHS,1754554,2031693,754737,228634,145900,383014,165243,354165,277139,168481,101543,7115
1999:Q3,College,22303206,25367773,5383239,1323526,6089309,5373878,2802360,4395462,3064567,2205940,595645,262982
1999:Q3,SomeCollege,7313413,8948681,2434659,681005,1269590,2251100,820984,1491343,1635268,1105847,450869,78552
1999:Q3,HS,7012156,8287779,2374154,722766,989371,2169878,709822,1321788,1275623,863442,362433,49748
1999:Q3,NoHS,1793134,2078409,762655,223436,146065,418725,175898,351630,285275,175995,102948,6332
1999:Q4,College,24046378,27222405,5597814,1344501,7333547,5632997,2880304,4433241,3176026,2269668,615905,290453
1999:Q4,SomeCollege,7668393,9320329,2434085,680224,1467136,2421856,811067,1505960,1651936,1101199,455405,95332
1999:Q4,HS,7372407,8678021,2410874,736868,1179345,2231501,720685,1398748,1305615,881238,377810,46567
1999:Q4,NoHS,1843251,2137773,773176,229528,184063,395052,181471,374484,294522,182369,104502,7651
2000:Q1,College,25008536,28283883,5875646,1381173,7761958,5813968,2900158,4550979,3275347,2324103,622149,329095
2000:Q1,SomeCollege,7819014,9475672,2480578,684305,1515248,2454894,802101,1538546,1656658,1090637,448021,118000
2000:Q1,HS,7438848,8758186,2472966,751859,1223857,2246050,718786,1344669,1319338,894250,381209,43879
2000:Q1,NoHS,1882797,2182652,792603,230591,201863,412522,192386,352687,299855,187740,102386,9729
2000:Q2,College,24958437,28325147,6178580,1418314,7375873,5895591,2931606,4525183,3366710,2400869,646124,319717
2000:Q2,SomeCollege,7700890,9364033,2520933,690153,1421892,2411871,787193,1531991,1663143,1095988,453281,113874
2000:Q2,HS,7332122,8688112,2531133,763395,1126039,2218280,724413,1324852,1355990,916946,398002,41042
2000:Q2,NoHS,1930751,2238115,817203,232851,198292,441658,205090,343021,307364,195302,104363,7699
2000:Q3,College,25546202,29022562,6434815,1456702,7388667,6009599,3151626,4581153,3476360,2478750,676002,321608
2000:Q3,SomeCollege,7732075,9412036,2585859,690381,1398117,2418608,786301,1532771,1679961,1100885,463191,115885
2000:Q3,HS,7356353,8752962,2584635,774714,1094473,2220075,733134,1345930,1396609,939302,420129,37178
2000:Q3,NoHS,1956494,2273893,833282,226388,204182,465012,194546,350484,317399,202874,107750,6775
2000:Q4,College,25355985,28916359,6752708,1490358,6525920,6007431,3263140,4876802,3560374,2547171,709952,303251
2000:Q4,SomeCollege,7541314,9228117,2601982,698493,1225493,2339588,789379,1573183,1686803,1105764,475050,105989
2000:Q4,HS,7196039,8632734,2641868,780010,918143,2179356,739840,1373518,1436696,955123,444465,37108
2000:Q4,NoHS,2003135,2327565,855425,232897,185828,504556,195964,352895,324430,208725,111800,3905
2001:Q1,College,25367554,28976488,7249293,1525851,5863531,5923216,3319076,5095521,3608934,2611973,722381,274580
2001:Q1,SomeCollege,7472027,9141184,2681156,704379,1088276,2253778,812787,1600808,1669157,1107739,468826,92592
2001:Q1,HS,7101419,8549945,2737058,782357,777411,2136126,734817,1382176,1448526,967782,448555,32189
2001:Q1,NoHS,2094108,2419139,905466,234145,171143,548570,194817,364998,325031,213866,109961,1204
2001:Q2,College,26236678,29970791,7515784,1554372,6391342,6040585,3363875,5104833,3734112,2712721,746352,275039
2001:Q2,SomeCollege,7690926,9383249,2721074,703041,1155563,2364784,832816,1605971,1692323,1132252,469181,90890
2001:Q2,HS,7202377,8684270,2784981,789433,824231,2171474,732629,1381522,1481893,994969,458416,28508
2001:Q2,NoHS,2105033,2438413,914789,231933,188558,545752,192720,364661,333380,222259,110300,821
2001:Q3,College,25680514,29583647,7778349,1593838,5403768,5970727,3429745,5407220,3903134,2815183,766053,321898
2001:Q3,SomeCollege,7453984,9180057,2776892,704874,969327,2258472,836939,1633552,1726072,1141043,469367,115662
2001:Q3,HS,6975542,8494384,2824682,788845,646477,2119201,733759,1381421,1518842,1022911,469005,26926
2001:Q3,NoHS,2121416,2466004,923375,223756,163304,597802,189468,368299,344588,231365,109926,3297
2001:Q4,College,26628048,30590007,8020451,1619127,6132195,6095696,3400679,5321860,3961959,2881687,800449,279823
2001:Q4,SomeCollege,7739192,9501811,2829745,713611,1074617,2395622,879972,1608244,1762619,1186892,488784,86943
2001:Q4,HS,7224668,8763436,2847900,800485,729907,2193394,723188,1468562,1538768,1025766,487471,25531
2001:Q4,NoHS,2181032,2527527,957221,231037,177902,556411,190456,414500,346495,230590,115123,782
2002:Q1,College,27079833,31131106,8286653,1638783,6183520,6241140,3409051,5371959,4051273,2972988,800184,278101
2002:Q1,SomeCollege,7815997,9599733,2882127,720519,1068213,2423430,901307,1604137,1783736,1212019,486785,84932
2002:Q1,HS,7273216,8825895,2877501,802324,719266,2234125,718892,1473787,1552680,1043080,483950,25650
2002:Q1,NoHS,2219016,2566622,989989,236646,173657,545345,194188,426797,347605,234321,112597,687
2002:Q2,College,26808472,30968025,8526350,1667454,5620345,6209720,3434993,5509163,4159553,3083611,815779,260163
2002:Q2,SomeCollege,7662025,9481339,2934277,732645,963326,2309902,924189,1617000,1819315,1248852,496208,74255
2002:Q2,HS,7084457,8668841,2911795,801160,623067,2208239,719284,1405296,1584384,1067238,492114,25032
2002:Q2,NoHS,2231993,2585055,1012987,241713,153292,566327,199575,411160,353061,239428,113543,90
2002:Q3,College,26046274,30330181,8732475,1708122,4611883,6166669,3475273,5635759,4283907,3200248,833670,249989
2002:Q3,SomeCollege,7444655,9312504,3037991,742750,788393,2186094,950035,1607241,1867849,1297860,505305,64684
2002:Q3,HS,6945768,8561398,2947692,803791,473581,2178750,719163,1438421,1615630,1091472,498211,25947
2002:Q3,NoHS,2264739,2623411,1031012,236105,122266,591541,203669,438818,358672,244040,114422,210
2002:Q4,College,26599521,31023512,8963887,1735617,4916066,6312384,3356386,5739173,4423992,3319458,855264,249270
2002:Q4,SomeCollege,7532720,9457659,3131873,747313,825828,2276016,853778,1622851,1924939,1346612,517772,60555
2002:Q4,HS,7165882,8816241,2969864,810453,495585,2231957,789772,1518610,1650359,1116388,507874,26097
2002:Q4,NoHS,2295324,2659545,1055355,232822,124805,562259,209855,474449,364221,248670,116098,-547
2003:Q1,College,26804577,31349790,9240995,1750302,4652818,6401159,3497846,5806670,4545213,3425979,858073,261161
2003:Q1,SomeCollege,7515469,9486075,3181650,754158,773653,2271666,883726,1621222,1970606,1392499,516020,62087
2003:Q1,HS,7131740,8795466,2994890,807429,448159,2248439,784776,1511773,1663726,1135280,501615,26831
2003:Q1,NoHS,2302804,2667522,1082916,237704,113598,549410,202509,481385,364718,251574,113415,-271
2003:Q2,College,28162939,32939756,9510304,1770592,5502893,6644945,3559934,5951088,4776817,3576904,874774,325139
2003:Q2,SomeCollege,7828812,9896385,3258043,760328,896077,2404889,928505,1648543,2067573,1452165,525408,90000
2003:Q2,HS,7283243,8992117,3019904,815168,539773,2320561,780552,1516158,1708873,1175065,507782,26026
2003:Q2,NoHS,2300815,2676666,1111024,240005,128393,504264,207188,485791,375851,259365,113965,2521
2003:Q3,College,28774540,33697889,9751661,1802917,5844506,6753737,3621981,5923087,4923349,3723422,890786,309141
2003:Q3,SomeCollege,8016663,10136598,3370960,767850,937383,2451318,984419,1624668,2119936,1502169,536768,80999
2003:Q3,HS,7344413,9103378,3054664,824604,567023,2356310,773786,1526991,1758965,1215104,517317,26544
2003:Q3,NoHS,2307142,2689108,1134806,235500,130606,479956,211614,496627,381967,267168,114804,-5
2003:Q4,College,29997316,35062430,9981526,1829088,6571558,6979694,3655212,6045352,5065114,3842780,910961,311373
2003:Q4,SomeCollege,8382495,10557394,3484944,775804,1036419,2579664,1027576,1652987,2174899,1557825,549009,68065
2003:Q4,HS,7629940,9433319,3137633,837314,645441,2429570,766647,1616714,1803378,1242995,526798,33585
2003:Q4,NoHS,2311340,2700738,1144440,235459,140842,439394,215659,524944,389398,271275,116164,1959
2004:Q1,College,31819154,37001503,10430318,1858793,6944594,7141573,3803315,6822910,5182349,3945822,910690,325837
2004:Q1,SomeCollege,8721041,10943405,3609288,789639,1081239,2628328,1061413,1773498,2222364,1601804,548251,72309
2004:Q1,HS,7838445,9663409,3202751,849955,679749,2484389,761907,1684657,1824964,1267588,523801,33575
2004:Q1,NoHS,2349924,2739909,1201255,239371,142992,428003,206966,521322,389985,274486,113729,1770
2004:Q2,College,32215915,37571290,10745435,1895516,6877119,7274052,4039130,6740038,5355375,4097589,918287,339499
2004:Q2,SomeCollege,8901677,11193688,3776417,799380,1060940,2673440,1129670,1753841,2292012,1661952,554152,75908
2004:Q2,HS,7923767,9804015,3292764,866930,658097,2537164,769180,1679879,1880248,1317386,528830,34032
2004:Q2,NoHS,2355275,2754416,1233859,233284,136008,414856,204664,531745,399141,283312,113270,2559
2004:Q3,College,33033262,38525381,11142336,1907419,6894542,7417476,4295758,6867849,5492119,4229773,937504,324842
2004:Q3,SomeCollege,9051705,11412632,3914528,808766,1054943,2672997,1185713,1775685,2360928,1722860,568539,69529
2004:Q3,HS,8117800,10055725,3452632,873790,652533,2583182,789350,1704238,1937925,1362398,543477,32050
2004:Q3,NoHS,2387199,2793715,1263579,237861,131315,416466,206549,537944,406515,290373,115355,787
2004:Q4,College,34568977,40244180,11544687,1935982,7460290,7745285,4464964,7092972,5675203,4353587,959894,361722
2004:Q4,SomeCollege,9376240,11816001,4053457,827922,1132968,2800518,1203328,1797808,2439762,1771591,584193,83978
2004:Q4,HS,8443543,10462788,3589856,893918,727750,2636053,815424,1799787,2019245,1431021,557053,31171
2004:Q4,NoHS,2415753,2843358,1292696,240349,141319,397897,215811,555286,427604,302951,118979,5674
2005:Q1,College,35135011,40904904,11926835,1955052,7478968,7853114,4548101,7142833,5769893,4450517,960139,359237
2005:Q1,SomeCollege,9509065,11998169,4168777,847766,1131548,2802901,1208815,1838361,2489104,1835449,579410,74245
2005:Q1,HS,8537577,10606913,3744729,906575,732545,2630203,841825,1751036,2069336,1490737,547750,30849
2005:Q1,NoHS,2416202,2853778,1317523,245691,140711,398372,227455,524026,437576,312316,117675,7585
2005:Q2,College,36109435,42030371,12300014,1967021,7704678,8040977,4725000,7292680,5920936,4583062,971493,366381
2005:Q2,SomeCollege,9695674,12247400,4266088,871188,1161201,2852559,1229275,1867090,2551727,1895551,587104,69072
2005:Q2,HS,8814340,10975204,3947627,921215,767104,2656513,893325,1789421,2160864,1574040,554320,32504
2005:Q2,NoHS,2434527,2891249,1331652,258869,144409,394407,243757,518154,456722,327047,119472,10203
2005:Q3,College,37078247,43148739,12680958,1978649,8103312,8242429,4919657,7223734,6070492,4715855,988875,365762
2005:Q3,SomeCollege,9948368,12566532,4427879,884335,1216993,2921717,1252848,1862760,2618164,1957148,599841,61175
2005:Q3,HS,9107414,11370470,4152043,936322,828729,2690453,951176,1811747,2263056,1662558,567000,33498
2005:Q3,NoHS,2453537,2930296,1355882,258603,151753,384820,262043,517195,476759,342431,122669,11659
2005:Q4,College,38008733,44196459,13027105,1993369,8230786,8436660,5100688,7407851,6187725,4827444,1003785,356496
2005:Q4,SomeCollege,10181588,12851382,4572900,899868,1233721,2975398,1256186,1913309,2669794,2010720,611660,47414
2005:Q4,HS,9397754,11758973,4332473,953812,855173,2723301,1003574,1890640,2361219,1745962,579486,35771
2005:Q4,NoHS,2481161,2975526,1383012,259177,153961,380658,273066,525652,494365,356272,125623,12470
2006:Q1,College,39276330,45622810,13019311,1997288,9188160,8616179,5195744,7606128,6346480,4958905,1008178,379397
2006:Q1,SomeCollege,10409496,13144666,4575061,921203,1371932,3053011,1234633,1988827,2735170,2065041,616912,53217
2006:Q1,HS,9614913,12081233,4462961,969950,1002658,2760426,1033875,1851363,2466320,1842764,585701,37855
2006:Q1,NoHS,2408236,2924035,1355747,272416,172479,365571,273234,484587,515799,372831,126794,16174
2006:Q2,College,39331571,45822957,13170732,2012329,8916617,8699355,5341391,7682532,6491386,5088480,1014093,388813
2006:Q2,SomeCollege,10435435,13233072,4660758,937639,1330074,3062962,1218831,2022808,2797637,2129043,619910,48684
2006:Q2,HS,9616026,12185193,4581764,986587,971442,2767192,1068574,1809633,2569167,1940238,587996,40933
2006:Q2,NoHS,2364511,2900208,1365222,272786,166798,362640,271404,461358,535698,388888,127611,19199
2006:Q3,College,40013393,46643867,13259195,2026937,9198087,8867331,5522704,7769613,6630475,5182716,1042096,405663
2006:Q3,SomeCollege,10610867,13477023,4737932,952141,1368881,3156670,1222739,2038660,2866156,2180405,635510,50241
2006:Q3,HS,9848028,12515316,4684390,1007152,1021774,2804297,1107239,1890464,2667288,2022181,601973,43134
2006:Q3,NoHS,2337806,2893577,1367276,272218,171931,341909,273389,466855,555772,401359,131862,22551
2006:Q4,College,40855143,47594296,13252737,2031020,9886217,9080056,5618693,7725573,6739153,5236210,1059600,443343
2006:Q4,SomeCollege,10827496,13749135,4762663,966989,1466549,3278552,1226639,2047743,2921639,2209706,647837,64096
2006:Q4,HS,10165015,12912978,4785052,1022894,1133436,2858988,1146339,1966269,2747963,2084566,614359,49038
2006:Q4,NoHS,2320568,2892483,1348549,277606,184822,319680,281424,480403,571915,409769,134920,27226
2007:Q1,College,41730212,48539636,13075590,2033887,10373638,9217746,5721031,8117745,6809424,5319597,1057756,432071
2007:Q1,SomeCollege,10968246,13909645,4702448,987454,1533647,3329701,1198173,2158222,2941399,2241964,642819,56616
2007:Q1,HS,10240481,13053642,4834395,1033573,1214253,2885229,1159885,1926307,2813161,2159858,606109,47194
2007:Q1,NoHS,2236804,2818685,1305071,289649,193466,313627,268654,448219,581881,421028,133487,27366
2007:Q2,College,42170149,49110289,12978791,2041368,10658618,9446206,5830234,8155072,6940140,5399292,1072244,468604
2007:Q2,SomeCollege,11034650,14039911,4673418,1004749,1569542,3455148,1159158,2177896,3005261,2278166,653181,73914
2007:Q2,HS,10286163,13177631,4861775,1048103,1261549,2937217,1174476,1894511,2891468,2228983,615763,46722
2007:Q2,NoHS,2149019,2747186,1278535,297095,197755,291243,252450,430108,598167,430852,135778,31537
2007:Q3,College,42860050,49900543,12878092,2051694,10769906,9603844,5923357,8673650,7040492,5474488,1109463,456541
2007:Q3,SomeCollege,11123419,14170853,4636986,1019069,1577633,3528900,1122752,2285513,3047433,2316047,673292,58094
2007:Q3,HS,10314858,13291115,4830016,1057283,1276132,2962304,1185232,1980147,2976257,2289932,632101,54224
2007:Q3,NoHS,2091669,2703769,1259801,299311,198052,279190,236310,431105,612101,438981,140696,32424
2007:Q4,College,42559997,49714841,12740394,2065744,10266685,9631326,5892633,9118060,7154844,5542259,1133156,479429
2007:Q4,SomeCollege,10885418,13989504,4545811,1033996,1489215,3494259,1096671,2329552,3104086,2345573,687898,70615
2007:Q4,HS,10275921,13275785,4783443,1069608,1187768,2996901,1187170,2050895,2999864,2298415,646239,55210
2007:Q4,NoHS,2053964,2667717,1222036,304594,179640,292422,221122,447903,613753,438736,142184,32833
2008:Q1,College,41540409,48788622,12364845,2092463,9523233,9505321,5582916,9719844,7248213,5598524,1139843,509846
2008:Q1,SomeCollege,10559098,13698605,4425931,1047888,1363165,3393288,1040329,2428004,3139507,2367403,684842,87262
2008:Q1,HS,9962881,12952489,4675893,1080028,1053213,2993686,1186199,1963470,2989608,2294382,638122,57104
2008:Q1,NoHS,1949314,2558783,1153330,302105,156524,315463,214941,416421,609470,436289,139202,33979
2008:Q2,College,40773803,48006734,12108378,2114041,9186062,9578568,5327618,9692068,7232931,5628328,1147385,457218
2008:Q2,SomeCollege,10348092,13454192,4321295,1052131,1297625,3368988,985867,2428286,3106100,2348945,691353,65802
2008:Q2,HS,9703290,12672433,4497391,1088793,989003,3025548,1183117,1888580,2969143,2274077,643724,51342
2008:Q2,NoHS,1884607,2480788,1117795,292843,141924,325431,213050,389745,596180,431520,137991,26669
2008:Q3,College,39560677,46909838,11913618,2132042,8061664,9474170,5254806,10073539,7349162,5635488,1169888,543786
2008:Q3,SomeCollege,9848037,13015010,4175477,1062166,1119759,3245547,916572,2495489,3166973,2362586,695894,108493
2008:Q3,HS,9297938,12236166,4299707,1090921,811301,2982377,1184489,1867371,2938229,2233805,641176,63248
2008:Q3,NoHS,1818490,2409619,1090345,291640,114489,345931,195928,371286,591129,421999,136855,32275
2008:Q4,College,37475714,44687388,11680728,2135852,6411814,9180631,4941103,10337260,7211674,5625510,1178518,407646
2008:Q4,SomeCollege,9240089,12311933,4042836,1066559,868829,3020991,844793,2467925,3071844,2358439,695587,17818
2008:Q4,HS,9056503,11944794,4186596,1074167,564336,2903799,1157759,2058136,2888290,2182562,635537,70191
2008:Q4,NoHS,1832272,2396894,1037030,288680,80143,393673,182305,415063,564622,410748,134146,19728
2009:Q1,College,36518065,43711583,11392726,2138496,5743637,9171589,4733663,10531471,7193517,5652884,1168012,372621
2009:Q1,SomeCollege,8943161,12012159,3942858,1066075,762125,2910383,784279,2546439,3068998,2375780,676045,17173
2009:Q1,HS,8744275,11558655,4126390,1063514,471302,2878260,1110863,1908325,2814380,2146090,606937,61353
2009:Q1,NoHS,1717864,2263369,965816,283194,64108,415825,167469,366957,545505,402273,127148,16084
2009:Q2,College,37047095,44278634,11254216,2144756,6933528,9511369,4298801,10135965,7231540,5676193,1162480,392867
2009:Q2,SomeCollege,9022883,12078099,3841436,1061852,912096,3024430,739896,2498389,3055216,2367790,668727,18699
2009:Q2,HS,8819459,11588189,3951845,1066025,616434,2964769,1057310,1931806,2768730,2108692,595097,64941
2009:Q2,NoHS,1712351,2243319,941788,275341,75045,391224,174805,385116,530967,394139,122569,14259
2009:Q3,College,38424725,45707489,11192094,2147015,8124007,9870491,4041482,10332399,7282764,5679450,1179869,423445
2009:Q3,SomeCollege,9241659,12300954,3765140,1053174,1059881,3156944,712355,2553460,3059295,2367240,669831,22224
2009:Q3,HS,8848075,11565964,3789011,1065970,767247,3057074,1023692,1862969,2717889,2059385,588573,69931
2009:Q3,NoHS,1648534,2166590,927725,264751,85327,365980,177465,345341,518056,383374,120439,14243
2009:Q4,College,38527228,45851601,11175443,2160219,8377467,10066104,3998741,10073627,7324373,5694353,1188377,441643
2009:Q4,SomeCollege,9064574,12127672,3679892,1061752,1077453,3201939,698736,2407900,3063099,2354414,668307,40378
2009:Q4,HS,9152460,11821857,3706514,1070750,790577,3095275,1008775,2149966,2669397,2018127,580924,70346
2009:Q4,NoHS,1689790,2194371,902336,267298,81798,353773,172191,416975,504580,374409,117409,12762
2010:Q1,College,39614309,46937879,11234831,2162748,8882614,10364687,4005961,10287038,7323570,5667454,1173863,482253
2010:Q1,SomeCollege,9273094,12298356,3628005,1058683,1128818,3261392,712995,2508463,3025262,2321560,651004,52698
2010:Q1,HS,9031345,11658561,3617104,1067744,849078,3162473,992816,1969346,2627216,1959438,557314,110464
2010:Q1,NoHS,1625679,2109668,891669,261528,81622,352753,170485,351611,483989,362165,110875,10949
2010:Q2,College,39477338,46820250,11288492,2164304,8185178,10418054,4259425,10504797,7342911,5673273,1173690,495948
2010:Q2,SomeCollege,9026475,12039047,3571897,1057099,1017915,3136038,748236,2507862,3012572,2297762,647564,67246
2010:Q2,HS,8834510,11416444,3541660,1054405,742944,3151555,1007314,1918566,2581935,1918819,549982,113134
2010:Q2,NoHS,1605024,2074672,877736,254999,65636,386948,164164,325189,469648,353220,107217,9211
2010:Q3,College,40895935,48256231,11223053,2165088,9159153,10837725,4386112,10485101,7360297,5666645,1194677,498975
2010:Q3,SomeCollege,9237266,12252357,3542884,1051867,1131388,3259441,786978,2479799,3015091,2281112,653249,80730
2010:Q3,HS,9160384,11683281,3526151,1055298,865139,3260863,1011285,1964544,2522897,1873837,549832,99228
2010:Q3,NoHS,1570754,2027297,839739,248028,71219,377318,165176,325816,456542,343096,105967,7479
2010:Q4,College,41810881,49185051,11103813,2175765,9910026,11109805,4487566,10398075,7374170,5594589,1256271,523310
